"NODE ID","NODE LABEL","SCENE IDS","DIALOGUE IDS"
"1","CAPTAIN TYPHO","[52,3,38]","[81,243,261,7,6,69,1]"
"2","PADME","[106,104,90,88,86,137,136,135,55,56,54,53,52,62,77,59,61,58,57,3,26,5,38,39,145,146,142,141,143,144,152,149]","[80,216,218,212,214,208,210,206,232,235,234,228,230,224,226,220,222,248,246,244,241,239,237,259,257,254,252,276,278,280,282,273,274,284,286,289,326,324,331,328,318,322,320,5,4,2,36,41,34,15,18,19,17,70,63,65,67,44,46,50,637,641,644,650,691,689,687,685,693,665,660,681,683,677,679,762,748,775,773,778,776,766,764,771,770,768,728,743,745,747,739,817,837,792,795,788,784,786,780,782,804,800,802,380,381,384,385,388,393,349,334,339,336,342,347,345,449,451,457,459,453,455,433,432,429,418,416,414,412,426,420,402,401,399,407,404,517,519,521,523,515,492,494,496,485,490,488,478,477,483,481,475,461,584,580,582,576,578,539,537,535,533,531,529,527,525,874]"
"3","CORDÉ","[3]","[3]"
"4","MAS AMEDDA","[137,135,5,141]","[8,760,751,754,724,717]"
"5","PALPATINE","[137,135,112,5,26,38,141,152]","[9,10,42,40,28,32,22,21,26,24,14,16,54,45,47,49,51,704,713,759,752,727,718,723,877,879]"
"6","SENATOR ASK AAK","[135,5]","[11,715,722,726]"
"7","AMBASSADOR DARSANA","[5]","[12]"
"8","ORN FREE TAA","[5,141]","[757,13,20]"
"9","MACE WINDU","[136,137,135,112,77,57,58,26,5,38,147,152,148,149]","[89,91,87,93,37,29,35,23,25,52,48,707,714,710,749,721,741,826,824,835,830,470,468,474,472,463,466,573,571,567,880]"
"10","YODA","[77,137,135,112,57,56,26,5,38,152,153,149]","[88,90,92,94,39,30,33,27,53,706,709,750,719,839,838,448,446,435,434,440,442,438,465,572,569,872,871,884,883]"
"11","DAR WAC","[26]","[31]"
"12","KI-ADI-MUNDI","[38,148]","[832,38]"
"13","BAIL ORGANA","[135,112,38]","[43,702,712,716,720]"
"14","JAR JAR","[141,137,135,38,39]","[82,84,209,211,207,61,60,55,57,58,758,756,755,753,725]"
"15","OBI-WAN","[81,135,112,107,53,52,77,59,61,57,58,56,38,39,146,148,153,150,151,152]","[77,79,85,97,99,95,105,107,101,103,114,112,110,108,122,120,118,116,130,128,126,124,138,136,134,132,133,140,142,145,144,147,150,152,154,156,158,160,162,164,165,168,170,171,175,173,179,177,183,181,187,185,191,189,193,198,196,202,205,251,249,266,263,260,255,268,292,294,297,311,309,315,313,302,300,307,304,68,71,73,75,62,64,56,635,593,595,596,598,600,603,605,607,609,611,705,703,700,701,711,708,737,814,812,841,829,808,806,364,366,369,371,373,376,378,355,359,357,361,447,441,437,439,508,510,512,514,500,503,506,471,469,473,467,464,568,570,564,565,566,561,557,559,554,552,550,548,545,543,858,855,853,850,849,847,845,869,861,881,882]"
"16","ANAKIN","[106,104,91,90,88,86,79,135,136,107,55,56,53,54,52,62,77,61,58,59,57,39,38,145,144,146,141,142,150,151,152]","[83,76,78,86,96,98,104,106,100,102,115,113,111,109,123,121,119,117,131,129,127,125,139,137,135,141,143,146,149,148,151,153,155,157,159,161,163,166,167,169,174,172,178,176,182,180,186,184,188,195,203,200,217,219,213,215,233,229,231,225,227,221,223,250,242,240,238,236,258,256,253,277,279,281,283,271,272,275,285,287,288,290,325,319,317,323,321,72,74,66,59,622,621,626,630,628,632,639,642,647,614,616,618,698,696,694,659,652,666,663,662,668,763,761,767,765,740,742,744,746,738,818,816,813,843,842,811,805,807,801,803,799,382,390,392,350,348,340,346,450,456,458,452,454,428,431,430,427,425,423,409,406,516,518,520,522,493,495,497,487,486,484,491,489,479,476,482,480,462,460,581,583,577,579,575,574,540,538,536,534,532,530,528,526,524,856,854,848,846,844,868,866]"
"17","ELAN SLEAZEBAGGANO","[39]","[190,194,192]"
"18","ZAM WESSEL","[39]","[199,197,201,204]"
"19","DORME","[52]","[247,245]"
"20","PK-4","[52]","[262,264,265,267]"
"21","SERVER","[52]","[269]"
"22","FOOD SERVER","[52]","[270]"
"23","HERMIONE BAGWA","[52]","[291,299,295,293]"
"24","DEXTER JETTSTER","[52]","[316,305,306,301,303,312,314,308,310,298,296]"
"25","QUEEN JAMILLIA","[52]","[341,343,338,333,335,353,352,330,327]"
"26","SIO BIBBLE","[52]","[344,337,332,351,329]"
"27","JOCASTA NU","[52,53]","[365,360,363,362,356,358,354,379,377,374,375,372,370,368,367]"
"28","RYOO & POOJA","[53,54]","[383,386]"
"29","SOLA","[55,56,54]","[411,398,413,415,417,389,387]"
"30","JOBAL","[55,54,56]","[397,400,403,421,419,395,391]"
"31","RUWEE","[56,55]","[405,408,410,396,422,424,394]"
"32","CHILDREN","[56]","[444,436]"
"33","JEDI CHILD JACK","[56]","[443]"
"34","JEDI CHILD MAY","[56]","[445]"
