"NODE ID","NODE LABEL","SCENE IDS","DIALOGUE IDS"
"1","SHUTTLE CAPTAIN","[1]","[3,1]"
"2","DEATH STAR CONTROLLER","[1,126,96]","[2,453,553]"
"3","OFFICER","[2]","[4]"
"4","OPERATOR","[2]","[5]"
"5","JERJERROD","[3,103]","[12,10,15,6,8,486]"
"6","VADER","[3,121,128,66,58,89,54,56,59,46,68,77,116]","[306,516,9,399,429,267,532,522,406,263,392,401,7,530,168,309,558,248,404,533,16,11,518,13,396,164,166,436,402,303,520,250,264,14,307,394,252]"
"7","C3-PO","[4,5,6,7,8,9,10,13,15,16,86,21,54,70,19,23,82,90,51,110,135,78,62,73,74,98,69,17,65,37,115]","[246,148,42,314,122,34,44,510,289,41,24,352,339,59,60,507,57,334,566,26,79,56,21,110,494,108,25,111,98,22,46,321,146,36,495,33,328,492,357,121,119,96,282,330,417,347,120,441,423,470,464,31,28,19,23,38,467,233,350,419,50,225,58,349,345,341,312,30,62,48,355,469,473,55,326,332,270,39,17,90,18,411,348,40]"
"8","STRANGE VOICE","[5]","[20]"
"9","BIB","[6,15,16]","[29,27,92,32,91]"
"10","JABBA","[7,9,16]","[97,54,35,52]"
"11","LUKE","[7,15,16,116,69,37,20,70,58,54,19,48,75,77,17,121,49,43,26,128,38,30,89,51,65,73,63,64,53,97]","[521,364,197,517,190,232,324,559,209,369,171,277,274,531,327,286,94,201,285,245,207,400,362,99,178,281,185,346,147,378,115,124,376,407,325,191,175,403,427,37,161,117,205,180,461,313,398,186,280,366,534,258,519,368,317,203,288,150,103,360,105,125,359,344,101,163,93,177,261,382,240,373,162,375,561,405,149,371,89,86,536,380,95,113,189,431,211,351,434,183,173,156,319,88,199,87,279,213,395]"
"12","NINEDENINE","[9]","[51,47,43,49,45]"
"13","OOLA","[9]","[53]"
"14","BOUSHH","[10,13]","[61,68,63,66,64]"
"15","HAN SOLO","[13,14,62,20,82,52,73,78,53,65,60,19,122,75,34,24,74,120,69,54,110,58,32,21,86,51,63,115,38,17,90,98,116,70]","[222,132,228,114,116,409,415,227,76,152,80,231,100,106,529,81,335,257,259,157,130,243,67,253,131,323,144,65,337,329,75,383,241,154,255,512,135,260,83,538,137,318,315,262,272,353,155,515,338,136,284,69,123,118,139,273,109,343,134,440,128,422,244,102,508,234,247,472,71,221,74,73,496,217,356,85,358,287,283,316,506,336,438,331,127,238,278,215,239,82,388,84,268,269,254,333,320,104,142,140,387,112,322,493]"
"16","LEIA","[13,19,73,84,75,78,54,115,90,112,74,66,58,62,36,82,98,38,63,51]","[295,361,370,159,410,145,297,418,497,242,70,372,389,416,374,386,294,354,290,471,77,379,381,229,509,296,408,276,377,230,365,293,298,342,301,291,420,256,384,292,107,385,439,340,513,367,78,271,153,363,72]"
"17","LANDO","[94,30,123,92,109,130,32,117,108,38,52,80,96,124,100,51,118,34,112]","[487,413,551,414,143,412,526,480,451,141,489,474,126,133,160,151,138,547,546,450,491,129,563,216,443,449,523,540,237,456,158,235,499,236,549]"
"18","EMPEROR","[113,124,103,89,46,97,68,121,56]","[462,437,503,535,433,543,432,485,459,311,537,426,165,458,435,424,460,544,308,541,430,425,428,310,305,167,542,169,502,249,251]"
"19","YODA","[48]","[181,188,176,179,170,172,174,182,184,187]"
"20","OBI-WAN","[49]","[194,200,212,193,202,192,210,195,206,198,208,214,196,204]"
"21","MON MOTHMA","[51]","[218,219]"
"22","ACKBAR","[96,109,112,51,123,131,125,93]","[488,454,498,539,490,448,223,552,220,565,452]"
"23","GENERAL MADINE","[51]","[226,224]"
"24","PIETT","[126,102,59,58]","[482,555,266,484,265,554]"
"25","SCOUT 1","[63,66,85]","[421,275,299]"
"26","SCOUT 2","[66]","[300]"
"27","GUARD","[66]","[302,304]"
"28","COMMANDER","[90,128,77,102,100]","[442,556,481,390,391,393,483]"
"29","LURE","[128,77]","[397,557]"
"30","WEDGE","[130,92,96,124,100,117]","[475,478,545,548,564,562,444,457,447,525]"
"31","GRAY LEADER","[92]","[445]"
"32","GREEN LEADER","[92]","[446]"
"33","REBEL PILOT","[117,124,112,96]","[500,455,524,550]"
"34","STORMTROOPER","[98,115]","[463,514,468,511,466]"
"35","BUNKER COMMANDER","[98]","[465]"
"36","RED TWO","[100]","[476]"
"37","RED THREE","[100]","[477]"
"38","NAVIGATOR","[100]","[479]"
"39","YWING PILOT","[112]","[501]"
"40","WALKER PILOT 1","[114]","[504]"
"41","PILOT 2","[114]","[505]"
"42","CONTROL ROOM COMMANDER","[118]","[527]"
"43","SECOND COMMANDER","[118]","[528]"
"44","ANAKIN","[128]","[560]"
