"NODE ID","NODE LABEL","SCENE IDS","DIALOGUE IDS"
"1","CAPTAIN TYPHO","[1,2,9,21,25]","[1,7,6,69,81,261,243]"
"2","PADMÉ","[1,4,9,21,23,24,25,30,28,27,34,32,36,35,37,44,45,54,64,63,76,75,78,80,83,77,93,108,99,96,116,113,111,120,123]","[644,641,650,660,665,677,683,685,679,681,691,693,687,689,576,580,578,584,582,637,780,778,776,775,773,770,771,768,766,795,792,788,786,784,782,802,804,800,817,728,743,745,747,748,739,762,764,19,18,17,837,36,34,44,41,50,46,2,67,65,63,70,80,286,289,257,254,259,280,278,284,282,273,276,274,234,235,237,230,232,226,228,222,224,252,246,248,244,239,241,220,218,216,214,212,210,208,206,432,433,416,414,420,418,429,426,399,401,402,404,407,412,385,384,388,393,380,381,339,334,336,347,349,342,345,322,324,318,320,331,326,328,535,537,539,527,529,531,533,519,521,523,525,515,517,496,494,492,490,488,485,483,481,478,475,477,459,461,455,457,451,453,449]"
"3","CORDÉ","[1]","[3]"
"4","AMIDALA","[1,4]","[15,4,5]"
"5","MAS AMEDDA","[2,88,92,103,108,99]","[717,724,760,751,754,8]"
"6","PALPATINE","[2,4,5,9,88,87,90,92,107,99]","[713,704,727,718,723,759,752,21,26,28,22,24,32,45,42,40,51,49,47,54,9,16,14,10]"
"7","SENATOR ASK AAK","[4,88,92,90]","[715,726,722,11]"
"8","AMBASSADOR DARSANA","[4]","[12]"
"9","ORN FREE TAA","[4,104]","[757,20,13]"
"10","MACE WINDU","[4,9,21,45,64,87,88,90,99,96,123,120]","[826,824,710,714,707,721,749,741,830,835,29,23,25,37,35,52,48,93,91,89,87,567,573,571,474,470,466,468,463]"
"11","YODA","[5,9,21,37,45,64,88,87,90,99,123]","[709,706,719,750,27,839,838,33,30,39,53,94,92,90,88,434,435,440,438,442,569,572,465,446,448]"
"12","DAR WAC","[9]","[31]"
"13","KI-ADI-MUNDI","[9,120]","[38,832]"
"14","BAIL ORGANA","[9,88,87,90]","[712,716,702,720,43]"
"15","JAR JAR","[9,21,23,92,106,104,99]","[725,758,753,755,756,61,60,58,57,55,84,82,211,209,207]"
"16","OBI-WAN","[9,21,25,27,32,37,63,45,65,64,72,88,86,87,96,116,120,119,118,126,125]","[700,701,593,596,595,600,598,605,603,607,609,611,635,812,806,808,829,814,711,705,703,708,737,847,849,850,853,855,858,861,841,845,56,158,160,162,165,164,168,171,170,173,175,177,179,181,183,185,187,189,128,126,133,132,130,136,134,140,138,144,145,142,147,152,150,156,154,99,101,95,97,107,108,103,105,114,116,110,112,122,124,118,120,68,64,62,77,75,73,71,85,79,294,297,300,292,311,313,315,302,304,307,309,263,268,266,255,260,251,249,205,202,198,196,193,191,437,441,439,373,371,369,366,378,376,357,355,364,361,359,568,566,570,561,559,565,564,552,550,557,554,545,543,548,510,512,514,508,506,503,500,471,473,467,469,464,447]"
"17","ANAKIN","[9,21,25,23,24,27,28,30,34,32,36,37,45,44,64,63,54,72,69,65,75,76,77,83,96,108,116,115,113,111,120,118,119,126,125]","[642,639,652,647,659,668,666,662,663,698,694,696,577,575,574,581,579,583,614,616,618,621,622,626,628,630,632,767,811,813,807,803,805,799,801,818,816,742,744,746,738,740,761,763,765,846,848,854,856,843,842,844,59,159,161,163,167,166,169,172,174,176,178,180,182,184,186,188,129,127,131,137,135,141,139,143,148,149,146,153,151,157,155,98,100,96,106,109,102,104,115,117,111,113,123,125,119,121,66,76,74,72,83,78,86,287,288,290,317,256,258,281,279,285,283,272,271,277,275,236,231,233,227,229,223,225,250,253,242,238,240,203,200,195,221,219,217,215,213,430,431,425,423,428,427,406,409,382,390,392,350,340,346,348,323,325,319,321,534,536,538,540,526,528,530,532,518,520,522,524,516,497,495,493,491,489,486,487,484,482,480,479,476,462,458,460,454,456,450,452]"
"21","ELAN SLEAZEBAGGANO","[25]","[190,192,194]"
"22","ZAM WESSEL","[25]","[197,199,201,204]"
"24","DORME","[25]","[245,247]"
"25","PK-4","[25,27]","[267,262,265,264]"
"26","SERVER","[27]","[269]"
"27","FOOD SERVER","[27]","[270]"
"28","HERMIONE","[32]","[293,291,299,295]"
"30","DEXTER JETTSTER","[32]","[308,306,305,303,316,314,312,310,301,298,296]"
"31","QUEEN JAMILLIA","[36,34,37]","[353,352,338,341,335,343,330,333,327]"
"32","SIO BIBBLE","[34,36,37]","[351,337,344,332,329]"
"33","JOCASTA NU","[37]","[372,370,368,367,379,377,374,375,356,354,365,363,362,360,358]"
"34","RYOO & POOJA","[37]","[386,383]"
"35","SOLA","[37]","[389,387,413,411,398,415,417]"
"36","JOBAL","[37]","[397,395,391,403,400,419,421]"
"37","RUWEE","[37]","[396,394,410,408,405,422,424]"
"39","CHILDREN","[37]","[444,436]"
"40","JEDI CHILD JACK","[37]","[443]"
"41","JEDI CHILD MAY","[37]","[445]"
"42","MACE-WINDU","[45]","[472]"
"43","TAUN WE","[45,63,64]","[585,589,586,591,606,563,551,502,501,499,498]"
"44","LAMA SU","[64,63,72]","[634,560,558,562,553,556,555,544,542,549,546,547,541,511,513,509,507,505,504]"
"49","BOBA FETT","[64,65,72,78,77]","[674,670,672,588,587,613,636]"
"50","JANGO FETT","[65,64,78,77,113]","[669,675,671,673,592,590,597,594,601,599,604,602,608,610,612,790]"
"51","WATTO","[72,69,65]","[633,631,629,627,625,624,623,620,619,617,615]"
"52","C-3PO","[75,78,80,83,93,96,111,120,125]","[645,643,640,638,646,676,682,684,678,680,690,692,686,688,769,828,822,821,729,733,732,731,735,840]"
"53","OWEN","[75,76,77,93]","[734,730,664,667,658,648,651]"
"54","BERU","[76,96]","[736,649]"
"55","CLIEGG","[76]","[655,654,657,656,661,653]"
"57","SHMI","[83,86]","[697,695,699]"
"60","COUNT DOOKU","[113,111,123,120,126]","[781,779,777,774,772,791,789,787,785,783,827,823,825,820,852,857,859,860,833,834,836,864,863,862]"
"62","SUN RIT","[116,113]","[809,793]"
"63","POGGLE","[113,118]","[798,810,794,796]"
"64","NUTE GUNRAY","[113,120]","[815,819,797]"
"65","PLO KOON","[120]","[831]"
"66","DROID CAPTAIN","[126]","[851]"
