"NODE ID","NODE LABEL","SCENE IDS","DIALOGUE IDS"
"1","THREEPIO","[479,205,466,112,111,128,124,115,157,148,189,164,56,57,58,64,70,73,86,7,1,12,10,30,31,34,33,45,41,36,49,48,47]","[1,2,171,168,175,174,173,218,220,225,228,223,202,204,200,209,120,128,126,131,129,101,107,105,111,109,150,152,154,156,158,159,161,164,133,135,137,139,142,144,146,66,65,64,63,62,61,60,59,58,57,56,55,54,98,100,99,95,4,3,22,21,26,25,19,20,5,1001,7,8,9,10,999,971,832,831,773,749,764,735,717,693,694,682,681,687,686,685,689,674,675,672,634,632,630,584,587,557,552,554,537,534,536,447,448,450,452,412,406,386,387,384,326,331,342,320,259,249,247]"
"2","LUKE","[204,205,192,201,332,466,479,112,114,111,128,129,124,115,148,130,188,180,164,157,53,55,56,57,59,60,65,68,79,81,86,105,1,30,31,36,34,33,46,45,41,38,49,48,47,52,51]","[187,185,183,181,194,192,190,172,170,167,166,165,179,178,176,217,219,216,226,227,221,222,224,201,203,199,205,208,207,118,123,121,127,125,132,130,103,116,115,113,149,153,157,160,162,163,134,136,138,140,141,143,145,147,67,39,40,37,93,89,91,85,87,81,83,77,79,73,75,69,71,30,31,33,35,6,998,966,978,977,995,944,945,950,956,953,959,958,961,962,931,932,875,874,869,880,889,888,885,843,861,865,867,858,816,820,818,808,812,810,829,824,826,788,804,793,789,791,751,748,746,771,768,763,758,725,726,728,730,732,716,718,723,695,696,700,697,680,677,688,692,691,690,665,667,661,669,670,651,646,645,659,653,655,635,631,629,639,607,609,611,590,593,596,581,582,585,588,576,574,580,578,568,566,572,570,560,558,564,562,551,550,555,553,546,548,542,540,532,523,507,505,503,499,497,492,489,487,454,457,462,470,479,483,481,422,441,403,420,415,364,388,334,337,328,325,330,355,353,301,303,306,296,298,300,321,323,309,275,273,269,266,264,261,279,277,241,243,237,239,233,235,229,230,260,254,256,250,252,246,248]"
"3","IMPERIAL OFFICER","[466,111,148,63,8]","[11,917,709,592,594,522,518,520,516,511,510,379]"
"4","VADER","[203,466,157,191,52,63,85,111,8,30,50]","[52,50,48,46,44,13,15,16,12,970,974,983,984,937,964,906,876,894,863,806,775,741,738,739,616,614,623,621,612,521,517,519,514,475,440,378,381,304,294,292,290,288]"
"5","REBEL OFFICER","[8]","[14]"
"6","TROOPER","[111,124,157,55,59,63,64,71,72,9]","[17,18,736,737,676,528,409,410,407,408,361,385,383,308,317,319,311,313,315]"
"7","CHIEF","[205,11]","[828,830,23]"
"8","CAPTAIN","[11]","[24]"
"9","WOMAN","[12]","[27]"
"10","FIXER","[30]","[42,28]"
"11","CAMIE","[30]","[41,29]"
"12","BIGGS","[205,332,466,30,31]","[68,38,94,90,92,86,88,82,84,78,80,74,76,70,72,32,34,965,968,967,952,954,923,873,872,877,890,838,860,859,819,822,827,825]"
"13","DEAK","[30]","[36]"
"14","LEIA","[205,197,479,476,111,112,124,115,114,157,148,192,188,182,170,84,30,31,49]","[151,155,148,45,43,997,993,815,817,786,787,782,784,778,780,796,753,745,772,770,765,762,759,727,729,731,733,734,719,724,702,707,705,679,684,668,663,664,649,647,658,657,641,637,627,606,608,610,425,427,429,431,434,435,437,439,271]"
"15","COMMANDER","[30]","[53,49,47]"
"16","SECOND OFFICER","[30]","[51]"
"17","FIRST TROOPER","[115,148,31]","[671,721,714,711,710,96]"
"18","SECOND TROOPER","[31,148]","[97,712,713]"
"19","BERU","[36,31]","[195,193,169,214,197,212,102]"
"20","OWEN","[31,34,36]","[188,186,184,182,196,114,110,112,106,108,104,122,124,117,119,206,211,210,198,215,213,177,180,189,191]"
"21","BEN","[111,157,53,54,55,56,57,59,60,65,81,86,105,47,49,48,51]","[742,740,541,543,538,535,525,527,509,501,496,494,490,488,455,453,460,464,463,461,467,465,471,484,442,443,390,389,418,363,359,339,351,349,356,344,341,346,302,305,307,297,299,318,322,324,310,312,314,316,276,274,272,270,267,268,265,263,262,280,278,242,244,238,240,234,236,231,232,258,257,253,255,251,245]"
"22","TAGGE","[50]","[287,285,283,281]"
"23","MOTTI","[50,84]","[424,291,289,282]"
"24","TARKIN","[199,466,191,63,84,111,50]","[981,918,774,776,797,620,618,617,615,613,622,512,472,476,474,426,428,430,432,433,436,438,380,382,293,295,286,284]"
"25","BARTENDER","[56,57]","[329,327,340]"
"26","CREATURE","[57]","[332]"
"27","HUMAN","[57]","[335,336,333,338]"
"28","HAN SOLO","[204,475,466,479,112,124,114,115,157,148,130,129,192,180,170,59,61,66,68,77,73,81,79,86,105,111]","[985,987,988,991,994,996,813,814,811,809,785,781,783,777,779,790,792,756,754,752,750,747,743,744,769,767,766,761,760,757,715,720,722,699,698,703,704,701,708,706,678,683,666,662,650,652,648,660,654,656,636,643,644,642,640,638,628,626,625,624,605,598,597,599,601,603,589,591,595,583,586,575,573,579,577,567,565,571,569,559,563,561,549,556,545,547,544,539,533,526,524,508,506,504,502,500,498,495,493,491,485,486,456,459,458,468,466,469,480,477,478,482,421,423,444,445,446,449,451,396,394,392,404,402,400,398,411,405,419,417,416,413,414,362,358,357,360,370,372,366,368,377,374,376,352,350,354,343,348,347,345]"
"29","GREEDO","[61]","[369,371,365,367,373,375]"
"30","JABBA","[66]","[395,393,391,401,399,397]"
"31","OFFICER CASS","[111]","[473]"
"32","VOICE","[466,111]","[919,515,513]"
"33","HAN SOLO'S VOICE","[111]","[529]"
"34","GANTRY OFFICER","[111]","[530,531]"
"35","INTERCOM VOICE","[471,111]","[604,602,600,619,990,989]"
"36","TROOPER VOICE","[112]","[633]"
"37","FIRST OFFICER","[116]","[673]"
"38","BEN'S VOICE","[205,476,466,157]","[972,973,975,992,833,755]"
"39","WILLARD","[197]","[794,795]"
"40","DODONNA","[201,466]","[924,805,802,801,798,800]"
"41","GOLD LEADER","[201,332,466]","[905,908,901,910,912,891,892,897,898,895,896,852,854,799]"
"42","WEDGE","[201,332,466]","[951,955,960,957,963,922,879,878,887,886,849,841,856,803]"
"43","MAN'S VOICE","[204]","[807]"
"44","RED LEADER","[205,332,466,210]","[936,935,934,940,938,943,942,948,947,946,915,921,920,926,928,871,870,883,882,893,845,846,847,848,850,851,844,864,866,853,855,857,835,823,821]"
"45","MASSASSI INTERCOM VOICE","[207,466]","[979,900,834]"
"46","RED TEN","[210,466]","[933,939,929,927,884,836]"
"47","RED SEVEN","[212]","[837]"
"48","PORKINS","[332]","[839]"
"49","RED NINE","[332]","[840]"
"50","RED ELEVEN","[332]","[842]"
"51","ASTRO-OFFICER","[466]","[862]"
"52","CONTROL OFFICER","[466]","[868]"
"53","LUKE'S VOICE","[466]","[881]"
"54","GOLD FIVE","[466]","[904,914,913,916,909,911,899]"
"55","GOLD TWO","[466]","[902,903]"
"56","WINGMAN'S VOICE","[466]","[986,907]"
"57","RED LEADER'S VOICE","[466]","[925]"
"58","RED TEN'S VOICE","[466]","[930]"
"59","RED NINE'S VOICE","[466]","[941]"
"60","DEATH STAR INTERCOM VOICE","[466]","[969,980,982,949]"
"61","BASE VOICE","[466]","[976]"
"62","TECHNICIAN","[479]","[1000]"
