"NODE ID","NODE LABEL","SCENE IDS","DIALOGUE IDS"
"1","ANAKIN","[5,6,8,9,10,16,18,19,20,73,33,140,38,50,63,41,59,25,40,77,46,114,39,44]","[566,379,368,117,231,630,111,8,757,21,573,533,545,160,114,577,622,600,489,1,204,57,290,182,507,336,93,294,667,330,945,155,560,127,626,344,157,78,438,18,322,6,20,632,513,748,346,200,297,174,636,385,370,604,372,43,109,64,90,190,749,535,606,509,302,239,334,184,541,435,150,12,531,328,195,543,129,485,525,579,487,538,288,628,557,235,610,292,76,233,491,562,544,529,153,634,598,320,396,387,324,759,70,56,47,95,594,80,390,571,304,146,564,134,360,753,186,300,394,273,515,132,144,225,614,383,122,41,624,616,54,755,332,30,227,358,281,760,409,511,400,392,664,131,765,546,17,4,237,523,66,271,148,86,84,28,340,283,377,316,608,338,172,519,82,67,342,241,49,568,549,638,9,105,139,162,51,762,99,39,275,279,403,13,596,408,192,286,363,536,136,326,494,583,23,45,229,112,107,176,97,366,62,164,33,193,198,37,88,277,374,306,618,585,177,517,527,581,381,751,439,434,483,592,60,432,521,170,555,620,10,141,547,35,73,602,559,575]"
"2","OBI-WAN","[5,6,8,9,10,16,19,140,40,75,20,50,54,33,118,41,115,51,114,46,128,143,136,42,131,25,38,63,59,73]","[94,586,321,3,456,356,855,552,1009,55,851,965,185,2,922,194,31,914,777,803,199,213,1000,442,978,311,455,100,825,315,211,14,440,994,650,470,91,19,870,960,163,464,120,641,221,652,36,42,343,331,274,351,865,908,68,769,348,44,215,46,778,647,181,48,110,1014,16,189,848,38,309,104,223,444,284,590,789,191,468,61,208,821,325,5,451,410,339,69,63,202,217,106,72,996,187,550,282,178,196,276,433,986,52,436,203,34,115,154,657,792,83,278,1017,775,446,159,932,161,87,993,794,77,918,662,353,152,345,65,92,219,29,96,962,197,11,280,991,341,930,168,22,453,857,773,912,437,645,861,327,75,449,335,85,471,81,53,946,661,505,1021,156,643,270,329,40,323,166,179,924,402,98,108,7,798,333,272,79,1012,1023,74,50,347,71,907,796,116,916,998,24,149,183,980,767,1019,787,171,337,800,26,205,958,588,815,15,846,654,89,920,655,868]"
"3","ODDBALL","[6,7,8]","[32,58,25,27]"
"4","CLONEPILOT2","[8,81]","[686,59]"
"5","GENERALGRIEVOUS","[10,17,20,58,59,33,63,35]","[466,243,142,504,249,461,101,175,467,173,247,469,463,465,165,103,245,503,472,169]"
"6","CAPTAIN","[10]","[102]"
"7","BATTLEDROID","[10]","[113]"
"8","PALPATINE","[10,16,18,19,75,73,33,118,25,44,124,122,39,45,20,77,40,59,126]","[365,621,296,479,637,126,574,642,835,388,475,633,649,625,130,572,615,612,646,118,658,619,665,158,827,135,603,133,607,371,839,386,640,605,629,151,375,580,635,639,484,660,395,384,138,663,361,145,593,188,298,666,576,201,291,601,364,668,369,648,651,833,578,613,140,488,382,623,206,631,293,653,167,556,490,567,486,207,563,367,285,558,561,389,644,477,565,180,609,837,627,295,834,611,570,376,659,147,582,393,595,481,289,287,584,378,482,617,554,391,359,838,380,373,137,597,599,569,128,209,397,656,473]"
"9","COUNTDOOKU","[10,16]","[119,123,125,124,121]"
"10","PILOT","[18,114]","[143,808,810]"
"11","YODA","[33,143,139,114,46,47,115,118,73,40,42,137,63,131]","[1020,355,939,411,862,864,793,941,955,357,308,210,216,969,220,739,413,1018,1016,589,1024,417,826,224,312,1010,786,947,804,975,799,984,866,797,318,940,406,971,817,801,936,349,587,401,1015,499,301,1022,860,944,740,790,934,973,788,1008,591,1013,501]"
"12","MACEWINDU","[33,46,63,40,73,42,45]","[524,502,407,305,520,414,352,314,534,214,493,415,303,528,497,319,354,299,350,404,500,539,222,530,399,317,218,522,310,518,495,532,526,212]"
"13","PADME","[47,136,114,124,122,131,143,36,135,73,33,63,128,126,59]","[988,858,746,847,910,859,422,990,756,228,836,842,754,758,926,510,761,512,897,480,234,871,230,238,831,764,508,506,899,516,269,542,829,548,226,262,476,240,854,995,427,747,840,856,903,537,901,266,236,419,254,964,997,474,425,1001,999,752,905,232,540,763,992,514,850,852,750,928]"
"14","SUPERBATTLEDROIDG21","[33]","[242,244]"
"15","DARTHSIDIOUS","[81,143,33,80,35,139,137,114,132,133]","[938,876,779,943,874,675,669,678,685,246,935,248,682,689,807,966,671,942,952,1003,783,937,673,950,684,968,676,250,1007,954,781,1004]"
"17","BAILORGANA","[47,135,36,98,122,143,81,114,131,128,115,126]","[770,830,253,802,982,743,889,809,745,431,863,791,1011,805,879,712,849,267,812,832,259,420,976,843,742,716,882,816,265,718,251,1025,891,819,828,885,257,768,853,841,785,261,895,795,867,814]"
"18","FANGZAR","[47,36,59]","[478,252,429]"
"19","MONMOTHMA","[135,36,47]","[883,421,893,260,887,255,424,268,880,264]"
"20","GIDDEANDANU","[47,36]","[426,256,263]"
"21","TERRTANEEL","[36]","[258]"
"24","KI-ADI-MUNDI","[63,45,40,46]","[307,496,405,313,498,412,398]"
"26","CLONECOMMANDERGREE","[81,47]","[418,690,416,688]"
"27","BANABREEMU","[47]","[423,430]"
"28","CHIEEKWAY","[47]","[428]"
"29","CLONECOMMANDERCODY","[73,114,51,63]","[772,774,441,443,445,492,447,553,776,551]"
"30","TIONMEDON","[54]","[454,450,452,448,459,457]"
"31","BODYGUARD","[54]","[458]"
"32","PASSELARGENTE.","[54]","[460]"
"33","NUTEGUNRAY","[118,58,114,128]","[806,824,462,845]"
"34","DARTHVADER","[81,115,136,103,135,134,131,143,100,80,98,132,114]","[913,902,683,730,708,915,957,925,900,693,698,704,724,931,909,703,896,721,1006,906,959,700,670,917,731,702,674,898,782,696,904,733,933,875,1005,877,710,780,961,921,923,719,873,929,672,927,725,911,784,919,823]"
"36","CLONECOMMANDERBACARA","[81]","[677,679]"
"37","AAYLA","[81]","[681,680]"
"38","PLOKOON","[81]","[687]"
"40","FIRSTJEDITEMPLEGUARD","[81]","[692,691]"
"41","CINDRALLIG","[81]","[699,694,697,701]"
"42","SECONDLEVEL","[81]","[695]"
"43","JEDIARCHIVES","[81,100,114]","[727,711,705,766]"
"44","SHAAKTI","[98,81,100]","[709,706,720,723,722,707]"
"45","CLONESERGEANT","[100,103,81,104]","[737,715,735,732,713,714]"
"46","CLONECOMMANDERAPPO","[98]","[717]"
"47","SHAKOON","[100]","[726]"
"48","CLONETROOPER","[114,100,103]","[728,736,738]"
"49","MAINFLOOR","[100]","[729]"
"50","AT-STCLONESERGEANT","[103]","[734]"
"51","ROYALGUARD","[114]","[741]"
"52","CAPTAINANTILLES","[114]","[744]"
"53","HALLWAYOUTSIDEARCHIVES","[114]","[771]"
"54","MASAMEDDA","[143,114]","[949,953,813,811]"
"55","GUARD","[115]","[818,822,820]"
"57","RUNEHAAKO","[126]","[844]"
"60","C-3PO","[143,131]","[985,872,956,963]"
"61","GARMBELIBLIS","[134,135]","[878,892,881,884,894,886,890,888]"
"62","CLONECOMMANDERTHIRE","[143]","[951,948]"
"63","CLONECAPTAIN","[143]","[967]"
"64","QUI-GONJINN","[143]","[972,974,970]"
"65","MEDICALDROID","[143]","[989,977,979,1002,981,987,983]"
