"NODE ID","NODE LABEL","SCENE IDS","DIALOGUE IDS"
"1","ANAKIN","[105,184,144,9,6,8,5,49,47,43,35,80,53]","[740,739,742,744,746,748,750,751,756,753,659,602,606,608,594,596,598,600,618,620,622,624,610,612,614,616,628,626,630,656,552,551,549,547,560,558,556,554,535,536,533,530,541,539,537,538,584,577,590,592,586,588,565,567,563,573,575,569,571,483,481,486,475,479,477,513,515,517,519,521,523,525,528,527,499,501,503,505,507,509,511,431,430,427,426,424,401,364,362,366,355,353,360,358,351,339,337,395,400,386,388,392,377,379,382,384,369,371,373,375,295,293,299,297,287,285,290,934,5,6,10,11,1,2,3,21,23,26,28,14,13,16,186,185,188,183,177,179,175,169,170,165,167,163,157,220,218,197,193,191,230,232,234,222,224,226,228,279,283,281,272,270,276,274,264,268,266,49,50,47,57,59,60,53,55,34,36,30,32,42,44,38,40,83,329,81,331,79,333,77,335,321,92,323,90,325,88,327,86,313,66,315,63,317,319,75,73,71,309,69,110,115,120,122,124,98,100,102,104,105,107,143,141,148,146,150,155,153,127,125,132,129,134,139,137]"
"2","OBI-WAN","[105,144,184,35,8,9,6,5,49,43,47,80,53,55,66]","[790,786,788,793,805,815,811,838,836,847,845,841,760,758,763,767,768,765,779,777,784,782,635,633,639,637,649,653,654,644,642,647,646,544,542,582,578,580,497,432,429,428,425,402,462,463,460,456,445,448,447,441,443,438,434,436,346,349,340,338,344,341,394,302,1010,1012,998,1008,1006,1003,1001,983,982,980,989,987,985,969,975,967,954,947,949,951,935,921,913,919,909,911,905,907,901,903,897,896,859,858,855,851,7,8,9,12,4,22,24,27,15,17,19,187,182,184,178,180,174,176,171,172,161,164,159,216,214,212,210,208,206,204,201,198,195,196,192,189,190,277,271,269,275,273,263,267,265,45,46,304,48,58,54,56,33,35,29,31,41,43,37,39,84,330,82,332,80,334,78,336,91,322,89,324,87,326,85,328,68,314,67,316,65,64,318,62,320,61,76,74,308,72,70,109,113,93,97,99,101,103,108,142,147,145,152,149,156,154]"
"3","ODD BALL (OS)","[8,6,7]","[51,20,18,25]"
"4","CLONE PILOT 2","[144,8]","[678,52]"
"5","GENERAL GRIEVOUS","[10,43,35,80,66]","[496,495,461,464,457,458,459,453,455,166,168,162,158,238,240,242,236,94,96,135]"
"6","CAPTAIN","[10]","[95]"
"7","BATTLE DROID","[35]","[106]"
"8","PALPATINE","[105,144,122,184,49,47,43,35,66,80]","[797,823,824,817,829,827,828,825,771,769,773,670,665,668,667,661,663,658,657,660,681,677,674,676,601,604,603,605,607,593,595,597,599,617,619,621,623,609,611,613,615,636,634,640,638,627,625,632,631,629,651,652,650,655,643,641,648,645,550,548,546,559,557,555,553,589,591,585,587,566,568,561,562,564,574,576,570,572,482,467,465,471,469,476,473,474,480,478,363,361,367,368,365,356,354,359,357,352,385,387,389,378,380,381,383,370,372,374,376,288,286,291,289,996,993,992,955,957,939,943,941,931,932,924,927,926,865,863,181,173,160,202,199,200,194,239,241,243,280,278,284,282,111,119,121,123,144,151,128,126,131,130,133,140,138]"
"9","COUNT DOOKU","[35]","[112,114,116,117,118]"
"10","PILOT","[144,35]","[798,800,136]"
"11","YODA","[144,105,184,47,49,35,80,50]","[789,791,787,794,807,816,730,731,776,780,778,783,581,583,579,491,493,409,405,403,348,350,342,393,398,301,294,1013,1009,1011,999,997,1007,1005,1004,1002,973,962,964,958,960,944,929,930,936,933,923,928,925,856,854,852,850,217,213,209,203,305,311]"
