"NODE ID","NODE LABEL","SCENE IDS","DIALOGUE IDS"
"1","QUI-GON","[165,74,69,80,79,78,77,90,92,101,102,84,83,87,134,133,135,118,119,103,121,147,149,150,138,141,142,155,153,156,22,23,24,17,19,16,34,37,36,26,33,27,45,48,1,47,38,43,39,63,68,50,49,51,56,60,76]","[839,841,843,858,848,845,851,871,869,875,873,864,866,877,878,880,897,894,919,917,915,925,955,957,960,970,972,980,978,982,1034,1036,1032,1,568,570,563,609,608,610,613,612,600,602,642,640,637,635,633,631,629,627,625,621,619,617,615,677,678,675,649,713,686,690,688,692,737,740,742,744,746,725,794,796,792,337,353,306,308,323,325,321,310,401,398,404,402,417,421,408,406,413,411,410,366,368,370,361,383,385,460,458,456,454,462,476,484,482,480,478,427,434,443,441,450,453,447,449,520,518,524,523,522,526,531,541,487,491,490,493,495,497,499,501,503,505,512,514,516,100,95,96,92,87,89,83,85,81,45,43,40,161,150,157,142,144,136,137,139,129,127,133,131,119,125,111,105,103,108,107,221,215,226,203,205,210,212,207,188,187,182,170,178,175,278,282,283,286,288,290,270,274,260,258,235,238,242,3,18,16,14,12,36]"
"2","CAPTAIN","[1]","[2,4,5]"
"3","PK-4","[1]","[9,6]"
"4","TC-14","[1,5]","[20,10,7,23]"
"5","EG-9","[1]","[8]"
"6","OBI-WAN","[102,84,120,121,148,147,149,150,138,142,141,153,22,23,19,16,17,34,26,24,33,27,1,47,39,38,43,64,60,79,73,74,165]","[849,863,865,906,902,904,923,918,916,914,961,1033,1035,1031,611,687,684,793,795,791,342,322,382,384,381,452,492,494,496,498,500,502,504,99,94,97,46,44,39,159,153,155,148,135,130,121,123,114,109,229,224,184,193,190,172,169,176,268,273,272,275,236,240,17,15,13,11,37]"
"7","NUTE","[122,152,142,143,154,156,7,22,20,15,16,35,33,28,44,5,43,165]","[885,887,883,941,964,968,973,1025,1027,1028,1030,694,78,63,61,58,56,54,52,50,49,162,164,198,200,168,166,179,247,250,251,245,243,19,34,32,30,28,26,22]"
"8","DOFINE","[5,174]","[21,1051]"
"9","OWO-1","[5,7]","[24,25]"
"10","RUNE","[145,156,21,18,20,15,16,28,44]","[888,974,76,62,60,48,41,167,252,35,33,31,29,27]"
"11","P-59","[16]","[38]"
"12","TEY HOW","[18,20,174]","[42,47,1050]"
"13","AMIDALA","[87,134,133,137,136,147,150,151,139,140,142,20,21,35,37,45,174]","[824,827,816,818,820,829,831,833,835,879,898,900,895,934,932,1062,710,717,719,721,723,772,765,780,755,763,760,757,542,75,70,72,65,59,57,55,53,51,219,222,199,211,256,257,254]"
"14","PALPATINE","[134,133,131,137,136,152,140,142,143,154,21,28,44,75]","[823,826,828,830,886,882,884,942,944,963,967,969,724,711,708,716,720,722,718,771,768,766,778,764,762,788,387,389,64,163,165,248,249,246,244]"
"15","PANAKA","[119,120,147,148,150,153,140,159,21,37,36,45,48,38,43,64,174,165]","[822,825,832,834,905,901,893,896,922,952,956,1000,1021,1061,680,682,344,343,74,71,68,66,214,217,223,206,209,208,279,281,277,253,255,259,237,241,239]"
"16","BIBBLE","[99,122,21,35,36,37,73]","[588,695,380,73,69,67,218,216,204,213,197]"
"17","OOM-9","[122,154,22,35]","[201,77,696,965]"
"18","JAR JAR","[97,98,81,90,133,147,149,150,153,139,140,142,22,23,24,34,36,26,27,25,33,45,46,48,47,39,63,60,49,76,68,174,165]","[821,815,817,819,881,899,924,921,920,929,927,926,948,950,1023,1055,577,581,564,557,714,712,338,336,328,324,394,418,358,473,471,98,101,91,90,93,86,88,82,84,79,80,158,160,151,152,154,156,146,147,149,134,141,132,112,113,110,117,115,104,102,106,202,189,186,185,183,196,192,191,173,171,181,180,177,174,285,262,264,267,266,271,276,261,232,231,230]"
"19","CAPT. TARPALS","[150,25]","[116,928,930]"
"20","BOSS NASS","[150,151,153,26]","[940,936,933,931,947,949,958,143,145,138,140,128,126,120,118,124,122]"
"21","BATTLE DROID 3B3","[34]","[194,195]"
"22","PADME","[92,102,98,84,90,87,129,122,119,148,151,153,156,159,46,48,37,63,68,49,51,57,76,77,70,174,165]","[908,912,910,939,938,937,935,951,954,953,959,962,977,999,1020,1022,1029,1060,569,571,558,606,582,681,703,701,705,699,697,340,355,302,298,300,295,315,317,313,395,415,419,373,362,376,435,430,433,537,535,539,506,508,510,220,280,284,263,265]"
"23","DROID GUARD","[38]","[227,225]"
"24","RIC OLIE","[130,148,146,157,47,38,39,174,164,165]","[890,892,903,995,993,1011,1013,1058,1053,706,228,269,233,234]"
"25","WATTO","[101,85,87,51,56,59,77,78]","[599,601,603,307,309,305,319,311,436,442,444,438,440,451,446,448,521,519,525,529,528,527,511,513,515,517,287,289,291,293]"
"26","ANAKIN","[101,102,84,81,83,90,87,133,130,136,135,119,118,117,103,122,129,121,148,153,139,142,145,146,155,156,157,159,63,65,64,68,51,57,59,77,78,80,69,70,76,174,164,165]","[813,872,870,876,874,868,867,889,891,907,913,911,909,946,971,979,984,983,981,988,987,986,985,991,992,989,990,996,997,998,1003,1004,1001,1002,1010,1009,1006,1005,1008,1007,1018,1017,1019,1014,1016,1015,1044,1042,1038,1037,1049,1048,1047,1046,1045,1059,561,559,555,607,604,644,641,639,638,636,634,632,628,626,622,623,616,614,676,679,672,674,669,670,665,667,660,663,651,659,646,702,700,707,704,715,685,691,689,693,698,753,750,761,759,758,801,803,797,799,809,811,807,341,339,334,335,332,330,329,357,356,354,352,350,349,347,345,303,304,299,301,294,296,297,318,320,314,316,312,400,399,405,403,393,391,397,416,414,409,407,412,367,372,360,363,365,374,377,465,463,477,475,472,470,483,481,479,426,428,422,424,437,432,445,439,530,540,538,486,488,507,509,292,657,653]"
"27","VENDOR","[60]","[326]"
"28","SEBULBA","[90,63]","[327,331,333,560]"
"29","JIRA","[118,64,68]","[346,348,351,671,673]"
"30","SHMI","[92,102,84,90,117,118,103,80,79,68,69,76]","[567,554,605,645,643,630,624,668,664,666,661,662,650,647,648,392,390,396,420,369,371,359,364,461,459,457,455,485,429,423,425,431,489]"
"31","THREEPIO","[98,87,114,117,70]","[583,375,379,378,652,654,532,533]"
"32","DARTH MAUL","[152,154,156,75]","[388,386,975,966,943]"
"33","KITSTER","[81,83,87,117]","[658,466,656,655,534,536,474,464]"
"34","WALD","[81,102]","[467,620]"
"35","AMEE","[81]","[468]"
"36","SEEK","[81]","[469]"
"37","B","[97,96,94,98,91,93,100,99,89,88]","[576,575,574,578,566,572,551,598,591,592,594,596,584,589,545,543,549,547]"
"38","A","[93,98,90,99,89,88]","[579,573,565,552,550,590,593,595,597,585,586,544,548,546]"
"39","JABBA","[89,90]","[556,553,562]"
"40","FANTA","[98]","[580]"
"41","ODY","[98]","[587]"
"42","GREEDO","[102]","[618]"
